Region,State,Year,Population,Property crime rate,Violent Crime rate
Northeast Region,New York,1981,17594000,5835.8,1069.6
Northeast Region,New Jersey,1981,7401000,5549.2,630.6
Northeast Region,New Hampshire,1981,935000,4174.8,147.1
Northeast Region,Massachusetts,1981,5770000,5206.7,628.6
Northeast Region,Maine,1981,1132000,4047.7,195.6
Northeast Region,Connecticut,1981,3132000,5389.2,448.1
Midwest Region,Wisconsin,1981,4739000,4579,187.9
Midwest Region,South Dakota,1981,685000,2908.3,104.8
Midwest Region,Ohio,1981,10776000,4950.8,496.6
Midwest Region,North Dakota,1981,658000,2923.6,67.5
Midwest Region,Nebraska,1981,1576000,3996,181.5
Midwest Region,Missouri,1981,4938000,4811.2,540.2
Midwest Region,Minnesota,1981,4090000,4508.2,228.5
Midwest Region,Michigan,1981,9201000,6212.2,641.9
Midwest Region,Kansas,1981,2381000,5034.9,369.4
Midwest Region,Iowa,1981,2897000,4512.4,204.2
Midwest Region,Indiana,1981,5466000,4198.2,341.6
Midwest Region,Illinois,1981,11455000,5323.2,792.5
West Region,Wyoming,1982,502000,4499.8,304.2
West Region,Washington,1982,4245000,5875.8,406.4
West Region,Utah,1982,1554000,5048.3,285.7
West Region,Oregon,1982,2649000,6094.5,473
West Region,New Mexico,1982,1359000,5873.1,734.5
West Region,Nevada,1982,881000,7095.6,805.4
West Region,Montana,1982,801000,4108.4,224.8
West Region,Idaho,1982,965000,3824,259.2
West Region,Hawaii,1982,994000,6328.6,255.7
West Region,Colorado,1982,3045000,6575.7,504.2
West Region,California,1982,24724000,6470.7,814.7
West Region,Arizona,1982,2860000,6614,517
West Region,Alaska,1982,438000,5588.8,623.7
South Region,West Virginia,1982,1948000,2336.4,174.8
South Region,Virginia,1982,5491000,3946.7,309.1
South Region,Texas,1982,15280000,5725.1,577.1
South Region,Tennessee,1982,4651000,3992.5,421.1
South Region,South Carolina,1982,3203000,4641.2,720
South Region,Oklahoma,1982,3177000,4778.5,443.9
South Region,North Carolina,1982,6019000,4096.9,446.3
South Region,Mississippi,1982,2551000,3278,294.6
South Region,Maryland,1982,4265000,5162.3,850
South Region,Louisiana,1982,4362000,4642.1,669.1
South Region,Kentucky,1982,3667000,3253.4,315
South Region,Georgia,1982,5639000,4736.6,478.2
South Region,Florida,1982,10416000,6568.4,896.8
South Region,Delaware,1982,602000,5825.1,559.8
South Region,Arkansas,1982,2291000,3546.9,324.7
South Region,Alabama,1982,3943000,4185.8,447.7
Northeast Region,Vermont,1982,516000,4564.9,126.9
Northeast Region,Rhode Island,1982,958000,4962.3,401.8
Northeast Region,Pennsylvania,1982,11865000,3092.3,360.4
Northeast Region,New York,1982,17659000,5478.1,990.1
Northeast Region,New Jersey,1982,7438000,5068.8,607.4
Northeast Region,New Hampshire,1982,951000,3704.4,124.8
Northeast Region,Massachusetts,1982,5781000,4932.4,571.4
Northeast Region,Maine,1982,1133000,3696.7,163
Northeast Region,Connecticut,1982,3153000,5028,399.5
Midwest Region,Wisconsin,1982,4765000,4248.6,190.5
Midwest Region,South Dakota,1982,691000,2545.9,99
Midwest Region,Ohio,1982,10791000,4498.8,436.7
Midwest Region,North Dakota,1982,670000,2586.3,61.8
Midwest Region,Nebraska,1982,1586000,3721.2,229.6
Midwest Region,Missouri,1982,4951000,4441.3,506.5
Midwest Region,Minnesota,1982,4133000,4235.4,219.3
Midwest Region,Michigan,1982,9109000,6128,656.6
Midwest Region,Kansas,1982,2408000,4616.1,335.9
Midwest Region,Iowa,1982,2905000,3963.8,172.7
Midwest Region,Indiana,1982,5471000,4128.9,300.6
Midwest Region,Illinois,1982,11448000,5066,774.3
West Region,Wyoming,1983,514000,3776.7,237.2
West Region,Washington,1983,4300000,5706,371.8
West Region,Utah,1983,1619000,4862,256
West Region,Oregon,1983,2662000,5763,487.8
West Region,New Mexico,1983,1399000,5659.4,686.8
West Region,Nevada,1983,891000,6046.1,655.2
West Region,Montana,1983,817000,4431.8,212.6
West Region,Idaho,1983,989000,3627.1,238.7
West Region,Hawaii,1983,1023000,5557.5,252.1
West Region,Colorado,1983,3139000,6150.7,476.4
West Region,California,1983,25174000,5904.9,772.6
West Region,Arizona,1983,2963000,5897.4,494.2
West Region,Alaska,1983,479000,5404.8,613.8
South Region,West Virginia,1983,1965000,2247.2,171.8
South Region,Virginia,1983,5550000,3669,292.5
South Region,Texas,1983,15724000,5395,512.2
South Region,Tennessee,1983,4685000,3609.6,402
South Region,South Carolina,1983,3264000,4154.1,616.8
South Region,Oklahoma,1983,3298000,4505.7,423.4
South Region,North Carolina,1983,6082000,3774.1,409.6
South Region,Mississippi,1983,2587000,2927.7,280.4
South Region,Maryland,1983,4304000,4549.9,807.1
South Region,Louisiana,1983,4438000,4385.7,640.9
South Region,Kentucky,1983,3714000,3112.6,322.2
South Region,Georgia,1983,5732000,4048.5,456.7
South Region,Florida,1983,10680000,5954.4,826.7
South Region,Delaware,1983,606000,5012.9,453.1
South Region,Arkansas,1983,2328000,3202.9,297.7
South Region,Alabama,1983,3959000,3685,416
Northeast Region,Vermont,1983,525000,4000.2,132.6
Northeast Region,Rhode Island,1983,955000,4650.3,355.2
Northeast Region,Pennsylvania,1983,11895000,2852.6,342.8
Northeast Region,New York,1983,17667000,4988.5,914.1
Northeast Region,New Jersey,1983,7468000,4610.3,553.1
Northeast Region,New Hampshire,1983,959000,3231.2,125.1
Northeast Region,Massachusetts,1983,5767000,4434,576.8
Northeast Region,Maine,1983,1146000,3521.6,159.6
Northeast Region,Connecticut,1983,3138000,4602.8,375
Midwest Region,Wisconsin,1983,4751000,4064.8,190.9
Midwest Region,South Dakota,1983,700000,2427.6,120
Midwest Region,Ohio,1983,10746000,4107.2,397.9
Midwest Region,North Dakota,1983,680000,2621.8,53.7
Midwest Region,Nebraska,1983,1597000,3569.9,217.7
Midwest Region,Missouri,1983,4970000,4052.7,477.2
Midwest Region,Minnesota,1983,4144000,3843.3,190.9
Midwest Region,Michigan,1983,9069000,5760.8,716.7
Midwest Region,Kansas,1983,2425000,4203.2,326.6
Midwest Region,Iowa,1983,2905000,3737.9,181.1
Midwest Region,Indiana,1983,5479000,3846,283.8
Midwest Region,Illinois,1983,11486000,4813.3,728.1
West Region,Wyoming,1984,511000,3440.7,242.1
West Region,Washington,1984,4349000,5695.3,406.4
West Region,Utah,1984,1652000,4522,244.2
West Region,Oregon,1984,2674000,5737.6,506.1
West Region,New Mexico,1984,1424000,5555.3,688.1
West Region,Nevada,1984,911000,5932.5,628.5
West Region,Montana,1984,824000,4415,237.6
West Region,Idaho,1984,1001000,3436.4,235.3
West Region,Hawaii,1984,1039000,5252.5,231.9
West Region,Colorado,1984,3178000,6013.3,457.8
West Region,California,1984,25622000,5705,763.4
West Region,Arizona,1984,3053000,5983.3,516.1
West Region,Alaska,1984,500000,5493.6,621.6
South Region,West Virginia,1984,1952000,2167.7,168.2
South Region,Virginia,1984,5636000,3488,295.6
South Region,Texas,1984,15989000,5525,505
South Region,Tennessee,1984,4717000,3444.2,445.4
South Region,South Carolina,1984,3300000,4038.5,624.5
South Region,Oklahoma,1984,3298000,4485.1,407.5
South Region,North Carolina,1984,6165000,3640.5,403.6
South Region,Mississippi,1984,2598000,2777.9,282
South Region,Maryland,1984,4349000,4422.3,792.3
South Region,Louisiana,1984,4462000,4432.5,678
South Region,Kentucky,1984,3723000,2680.7,277.8
South Region,Georgia,1984,5837000,4019.5,478.6
South Region,Florida,1984,10976000,5953.3,868
South Region,Delaware,1984,613000,4571.1,435.7
South Region,Arkansas,1984,2349000,3046.1,321.4
South Region,Alabama,1984,3990000,3470.9,431.2
Northeast Region,Vermont,1984,530000,3822.8,145.1
Northeast Region,Rhode Island,1984,962000,4439.3,334.7
Northeast Region,Pennsylvania,1984,11901000,2738.9,320.6
Northeast Region,New York,1984,17735000,4662.9,914.3
Northeast Region,New Jersey,1984,7515000,4327.8,527.7
Northeast Region,New Hampshire,1984,977000,3003.8,133.9
Northeast Region,Massachusetts,1984,5798000,4064.8,523.7
Northeast Region,Maine,1984,1156000,3368.9,158.5
Northeast Region,Connecticut,1984,3154000,4235,393.8
Midwest Region,Wisconsin,1984,4766000,3975.7,196.5
Midwest Region,South Dakota,1984,706000,2465,147.5
Midwest Region,Ohio,1984,10752000,3887.8,385.3
Midwest Region,North Dakota,1984,686000,2529.7,53.6
Midwest Region,Nebraska,1984,1606000,3270.6,225.8
Midwest Region,Missouri,1984,5008000,3836.3,460.7
Midwest Region,Minnesota,1984,4162000,3630,211.5
Midwest Region,Michigan,1984,9075000,5795.9,760.1
Midwest Region,Kansas,1984,2438000,4005.2,334.2
Midwest Region,Iowa,1984,2910000,3600.9,198.7
Midwest Region,Indiana,1984,5498000,3624.2,305.2
Midwest Region,Illinois,1984,11511000,4579.3,724.9
West Region,Wyoming,1985,509000,3758.3,256.8
West Region,Washington,1985,4409000,6103.4,425.4
West Region,Utah,1985,1645000,5050,267.4
West Region,Oregon,1985,2687000,6178.7,551.1
West Region,New Mexico,1985,1450000,5782.3,703.9
West Region,Nevada,1985,936000,5907.5,667.1
West Region,Montana,1985,826000,4340.8,208.5
West Region,Idaho,1985,1005000,3673.2,234.8
West Region,Hawaii,1985,1054000,4981.1,219.4
West Region,Colorado,1985,3231000,6448,471
West Region,California,1985,26365000,5752.7,765.3
West Region,Arizona,1985,3187000,6513.7,602.5
West Region,Alaska,1985,521000,5295.2,581.8
South Region,West Virginia,1985,1936000,2086.8,166
South Region,Virginia,1985,5706000,3484.4,294.7
South Region,Texas,1985,16370000,6018.7,550
South Region,Tennessee,1985,4762000,3692.3,474.4
South Region,South Carolina,1985,3347000,4209.5,631
South Region,Oklahoma,1985,3301000,5003,422
South Region,North Carolina,1985,6255000,3700.5,420.9
South Region,Mississippi,1985,2613000,2994.8,270.9
South Region,Maryland,1985,4392000,4538.2,834.6
South Region,Louisiana,1985,4481000,4869.3,694.2
South Region,Kentucky,1985,3726000,2641.7,305.5
South Region,Georgia,1985,5976000,4602.9,507.2
South Region,Florida,1985,11366000,6633.1,941.1
South Region,Delaware,1985,622000,4528,433.3
South Region,Arkansas,1985,2359000,3237.5,347.6
South Region,Alabama,1985,4021000,3484.6,457.5
Northeast Region,Vermont,1985,535000,3740.4,147.7
Northeast Region,Rhode Island,1985,968000,4376.9,346.6
Northeast Region,Pennsylvania,1985,11853000,2706.4,331.1
Northeast Region,New York,1985,17783000,4658.6,929.9
Northeast Region,New Jersey,1985,7562000,4549.9,544.5
Northeast Region,New Hampshire,1985,998000,3111.1,140.8
Northeast Region,Massachusetts,1985,5822000,4219.6,538.2
Northeast Region,Maine,1985,1164000,3504.2,167.5
Northeast Region,Connecticut,1985,3174000,4302.8,402
Midwest Region,Wisconsin,1985,4775000,3809.8,206.9
Midwest Region,South Dakota,1985,708000,2504.2,136.6
Midwest Region,Ohio,1985,10744000,3805.7,381.6
Midwest Region,North Dakota,1985,685000,2632.4,47
Midwest Region,Nebraska,1985,1606000,3456.7,237.9
Midwest Region,Missouri,1985,5029000,3862.5,503.5
Midwest Region,Minnesota,1985,4193000,3877.8,256.4
Midwest Region,Michigan,1985,9088000,5632.2,734.1
Midwest Region,Kansas,1985,2450000,4019.3,355.8
Midwest Region,Iowa,1985,2884000,3731.2,211.7
Midwest Region,Indiana,1985,5499000,3604.7,309.4
Midwest Region,Illinois,1985,11535000,4596.5,714.8
West Region,Wyoming,1986,507000,4064.1,293.1
West Region,Washington,1986,4463000,6442.6,437
West Region,Utah,1986,1665000,5211.7,266.7
West Region,Oregon,1986,2698000,6531,549.7
West Region,New Mexico,1986,1479000,5900.3,725.6
West Region,Nevada,1986,963000,5570.8,718.9
West Region,Montana,1986,819000,4321.5,157.4
West Region,Idaho,1986,1003000,3984.4,222.5
West Region,Hawaii,1986,1062000,5426.2,245.2
West Region,Colorado,1986,3267000,6508.3,523.6
West Region,California,1986,26981000,5842.3,920.5
West Region,Arizona,1986,3317000,6663.1,658.3
West Region,Alaska,1986,534000,5675.5,570.4
South Region,West Virginia,1986,1919000,2152.2,164.5
South Region,Virginia,1986,5787000,3553.8,306
South Region,Texas,1986,16682000,6749.2,658.9
South Region,Tennessee,1986,4803000,3994.6,539.6
South Region,South Carolina,1986,3378000,4462.8,674.6
South Region,Oklahoma,1986,3305000,5577.7,436.4
South Region,North Carolina,1986,6331000,3856,475.9
South Region,Mississippi,1986,2625000,3070.9,274.1
South Region,Maryland,1986,4463000,4768.8,833
South Region,Louisiana,1986,4501000,5319.8,758.2
South Region,Kentucky,1986,3728000,2757.8,334.4
South Region,Georgia,1986,6104000,4867.8,587.6
South Region,Florida,1986,11675000,7191.9,1036.5
South Region,Delaware,1986,633000,4404.6,427
South Region,Arkansas,1986,2372000,3529.9,394.8
South Region,Alabama,1986,4053000,3730.3,558
Northeast Region,Vermont,1986,541000,3827.7,149.2
Northeast Region,Rhode Island,1986,975000,4567,335.5
Northeast Region,Pennsylvania,1986,11889000,2743.3,358.6
Northeast Region,New York,1986,17772000,4781.8,985.9
Northeast Region,New Jersey,1986,7620000,4668.8,572.5
Northeast Region,New Hampshire,1986,1027000,3190.6,139.5
Northeast Region,Massachusetts,1986,5832000,4166.5,556.9
Northeast Region,Maine,1986,1174000,3314.2,147
Northeast Region,Connecticut,1986,3189000,4403,425.8
Midwest Region,Wisconsin,1986,4785000,3838.9,257.9
Midwest Region,South Dakota,1986,708000,2591.2,124.7
Midwest Region,Ohio,1986,10752000,3937.8,420.9
Midwest Region,North Dakota,1986,679000,2554.2,51.3
Midwest Region,Nebraska,1986,1598000,3593.1,262.6
Midwest Region,Missouri,1986,5066000,4075.5,578.6
Midwest Region,Minnesota,1986,4214000,4077.6,284.6
Midwest Region,Michigan,1986,9145000,5687.6,803.9
Midwest Region,Kansas,1986,2461000,4453.8,368.8
Midwest Region,Iowa,1986,2851000,3915.6,235.1
Midwest Region,Indiana,1986,5504000,3547.1,307.7
Midwest Region,Illinois,1986,11533000,4746,808.9
West Region,Wyoming,1987,490000,3748.2,283.1
West Region,Washington,1987,4538000,6577.6,439.5
West Region,Utah,1987,1680000,5388.8,229.8
West Region,Oregon,1987,2724000,6429.4,539.5
West Region,New Mexico,1987,1500000,5918.3,628.5
West Region,Nevada,1987,1007000,5675.7,695.7
West Region,Montana,1987,809000,4448.2,151.2
West Region,Idaho,1987,998000,3942.1,214.2
West Region,Hawaii,1987,1083000,5554.7,263.3
West Region,Colorado,1987,3296000,5983.8,467.5
West Region,California,1987,27663000,5588.4,918
West Region,Arizona,1987,3386000,6576,612.6
West Region,Alaska,1987,525000,4922.1,455.4
South Region,West Virginia,1987,1897000,2053.4,137.3
South Region,Virginia,1987,5904000,3664.5,295
South Region,Texas,1987,16789000,7091.3,631.1
South Region,Tennessee,1987,4855000,4132.2,533.5
South Region,South Carolina,1987,3425000,4497,664.9
South Region,Oklahoma,1987,3272000,5608,417.6
South Region,North Carolina,1987,6413000,4165.9,484
South Region,Mississippi,1987,2625000,3168.8,269.8
South Region,Maryland,1987,4535000,4709.8,767.8
South Region,Louisiana,1987,4461000,5180.2,693
South Region,Kentucky,1987,3727000,2932.2,337.8
South Region,Georgia,1987,6222000,5215.5,576.5
South Region,Florida,1987,12023000,7478.7,1024.4
South Region,Delaware,1987,644000,4508.1,430.7
South Region,Arkansas,1987,2388000,3833.2,412
South Region,Alabama,1987,4083000,3892.2,559.2
Northeast Region,Vermont,1987,548000,4134.7,136.5
Northeast Region,Rhode Island,1987,986000,4925.8,359.7
Northeast Region,Pennsylvania,1987,11936000,2793.9,369.4
Northeast Region,New York,1987,17825000,4944.3,1008.1
Northeast Region,New Jersey,1987,7672000,4720.5,541
Northeast Region,New Hampshire,1987,1057000,3222.1,149.6
Northeast Region,Massachusetts,1987,5855000,4169.2,564.6
Northeast Region,Maine,1987,1187000,3380.1,152.1
Northeast Region,Connecticut,1987,3211000,4576.7,419
Midwest Region,Wisconsin,1987,4807000,3919.5,249.9
Midwest Region,South Dakota,1987,709000,2558.3,119.7
Midwest Region,Ohio,1987,10784000,4154,421.3
Midwest Region,North Dakota,1987,672000,2776.2,56.8
Midwest Region,Nebraska,1987,1594000,3880.4,251.2
Midwest Region,Missouri,1987,5103000,4162.8,544.6
Midwest Region,Minnesota,1987,4246000,4330.4,285.4
Midwest Region,Michigan,1987,9200000,5676.7,780.1
Midwest Region,Kansas,1987,2476000,4543.1,360.7
Midwest Region,Iowa,1987,2834000,3909,231.2
Midwest Region,Indiana,1987,5531000,3791.3,328.5
Midwest Region,Illinois,1987,11582000,4620.3,796.2
West Region,Wyoming,1988,471000,3653.1,314
West Region,Washington,1988,4619000,6646.6,466.4
West Region,Utah,1988,1691000,5335.5,243.1
West Region,Oregon,1988,2741000,6513,545.7
West Region,New Mexico,1988,1510000,5948.1,658.1
West Region,Nevada,1988,1060000,5672.5,780.7
West Region,Montana,1988,804000,4144,123
West Region,Idaho,1988,999000,3738.2,234.7
West Region,Hawaii,1988,1093000,5731.9,257.1
West Region,Colorado,1988,3290000,5705.7,472.6
West Region,California,1988,28168000,5705.7,929.8
West Region,Arizona,1988,3466000,6861.2,610.1
West Region,Alaska,1988,513000,4398.8,522.8
South Region,West Virginia,1988,1884000,2107.4,131.4
South Region,Virginia,1988,5996000,3877.5,299.2
South Region,Texas,1988,16780000,7365.1,652.6
South Region,Tennessee,1988,4919000,3936.7,532.7
South Region,South Carolina,1988,3493000,4671.2,741.2
South Region,Oklahoma,1988,3263000,5154.6,434.5
South Region,North Carolina,1988,6526000,4360.4,501.9
South Region,Mississippi,1988,2627000,3267.6,325.2
South Region,Maryland,1988,4644000,4897.9,806.8
South Region,Louisiana,1988,4420000,5043.3,717.4
South Region,Kentucky,1988,3721000,2804.7,330.1
South Region,Georgia,1988,6401000,5661.2,665.3
South Region,Florida,1988,12377000,7819.9,1117.7
South Region,Delaware,1988,660000,4347.4,451.7
South Region,Arkansas,1988,2422000,3796.9,422.7
South Region,Alabama,1988,4127000,4003.1,558.6
Northeast Region,Vermont,1988,556000,4098.2,142.3
Northeast Region,Rhode Island,1988,995000,4807.7,396.7
Northeast Region,Pennsylvania,1988,12027000,2814.4,362
Northeast Region,New York,1988,17898000,5212,1097.3
Northeast Region,New Jersey,1988,7720000,4712.5,582.8
Northeast Region,New Hampshire,1988,1097000,3186.1,147.9
Northeast Region,Massachusetts,1988,5871000,4371.3,619.6
Northeast Region,Maine,1988,1206000,3420.3,157.4
Northeast Region,Connecticut,1988,3241000,4642.2,455.4
Midwest Region,Wisconsin,1988,4858000,3757.6,214.4
Midwest Region,South Dakota,1988,715000,2467.3,113.7
Midwest Region,Ohio,1988,10872000,4193.2,452
Midwest Region,North Dakota,1988,663000,2668.9,59.1
Midwest Region,Nebraska,1988,1601000,3866.8,273.2
Midwest Region,Missouri,1988,5139000,4292.2,552.5
Midwest Region,Minnesota,1988,4306000,4024.7,290.1
Midwest Region,Michigan,1988,9300000,5342.7,741.7
Midwest Region,Kansas,1988,2487000,4514.7,365.2
Midwest Region,Iowa,1988,2834000,3819.8,256.8
Midwest Region,Indiana,1988,5575000,3770,380
Midwest Region,Illinois,1988,11544000,4810.4,810.4
West Region,Wyoming,1989,475000,3630.7,258.3
West Region,Washington,1989,4761000,6122.1,471.7
West Region,Utah,1989,1707000,5423.4,258.8
West Region,Oregon,1989,2820000,5642.5,518.6
West Region,New Mexico,1989,1528000,5870,703.9
West Region,Nevada,1989,1111000,5646.4,625.3
West Region,Montana,1989,806000,3881.5,116
West Region,Idaho,1989,1014000,3676.3,254.6
West Region,Hawaii,1989,1112000,6000.3,270.1
West Region,Colorado,1989,3317000,5568,471.4
West Region,California,1989,29063000,5785.8,977.7
West Region,Arizona,1989,3556000,7460.2,599.6
West Region,Alaska,1989,527000,4282.2,497.7
South Region,West Virginia,1989,1857000,2216.2,146.7
South Region,Virginia,1989,6098000,3898.9,312.5
South Region,Texas,1989,16991000,7268.4,658.5
South Region,Tennessee,1989,4940000,3964.7,548.9
South Region,South Carolina,1989,3512000,4805.6,813.7
South Region,Oklahoma,1989,3224000,5011.1,491.5
South Region,North Carolina,1989,6571000,4707.4,546.4
South Region,Mississippi,1989,2621000,3204.1,311.2
South Region,Maryland,1989,4694000,4707.2,855.4
South Region,Louisiana,1989,4382000,5459.5,781.8
South Region,Kentucky,1989,3727000,2960.2,356.9
South Region,Georgia,1989,6436000,6337.3,735.8
South Region,Florida,1989,12671000,7695.1,1109.4
South Region,Delaware,1989,673000,4308.8,556.5
South Region,Arkansas,1989,2406000,4082,473.7
South Region,Alabama,1989,4118000,4037,590.8
Northeast Region,Vermont,1989,567000,3955.7,132.8
Northeast Region,Rhode Island,1989,998000,4846.9,378
Northeast Region,Pennsylvania,1989,12040000,2981.8,378.6
Northeast Region,New York,1989,17950000,5162.1,1131.2
Northeast Region,New Jersey,1989,7736000,4660.4,609
Northeast Region,New Hampshire,1989,1107000,3427.7,168.5
Northeast Region,Massachusetts,1989,5913000,4461,675
Northeast Region,Maine,1989,1222000,3446.5,137.2
Northeast Region,Connecticut,1989,3239000,4758.2,511.8
Midwest Region,Wisconsin,1989,4867000,3942.2,222.6
Midwest Region,South Dakota,1989,715000,2549.7,135.5
Midwest Region,Ohio,1989,10907000,4264.6,468.6
Midwest Region,North Dakota,1989,660000,2497.7,63.2
Midwest Region,Nebraska,1989,1611000,3812.1,279.5
Midwest Region,Missouri,1989,5159000,4494.6,632.6
Midwest Region,Minnesota,1989,4353000,4094.9,288.3
Midwest Region,Michigan,1989,9273000,5259.2,709.2
Midwest Region,Kansas,1989,2513000,4582,400.8
Midwest Region,Iowa,1989,2840000,3815.1,266.3
Midwest Region,Indiana,1989,5593000,4033.5,406.5
Midwest Region,Illinois,1989,11658000,4793.3,845.9
West Region,Wyoming,1990,453588,3909.3,301.4
West Region,Washington,1990,4866692,5721.3,501.6
West Region,Utah,1990,1722850,5376,283.9
West Region,Oregon,1990,2842321,5139.2,506.8
West Region,New Mexico,1990,1515069,5903.9,780.2
West Region,Nevada,1990,1201833,5462.7,600.9
West Region,Montana,1990,799065,4342.8,159.3
West Region,Idaho,1990,1006749,3781.4,275.7
West Region,Hawaii,1990,1108229,5825.8,280.9
West Region,Colorado,1990,3294394,5527.8,526
West Region,California,1990,29760021,5558.4,1045.2
West Region,Arizona,1990,3665228,7236.4,652.4
West Region,Alaska,1990,550043,4628.2,524.5
South Region,West Virginia,1990,1793477,2333.7,169.3
South Region,Virginia,1990,6187358,4090,350.6
South Region,Texas,1990,16986510,7065.3,761.4
South Region,Tennessee,1990,4877185,4380.6,670.4
South Region,South Carolina,1990,3486703,5068.7,976.6
South Region,Oklahoma,1990,3145585,5051.2,547.5
South Region,North Carolina,1990,6628637,4862.3,623.5
South Region,Mississippi,1990,2573216,3528.8,340.4
South Region,Maryland,1990,4781468,4911.5,919
South Region,Louisiana,1990,4219973,5588.2,898.4
South Region,Kentucky,1990,3685296,2909.1,390.4
South Region,Georgia,1990,6478216,6007.3,756.3
South Region,Florida,1990,12937926,7566.5,1244.3
South Region,Delaware,1990,666168,4705.1,655.2
South Region,Arkansas,1990,2350725,4334.7,532.2
South Region,Alabama,1990,4040587,4206.7,708.6
Northeast Region,Vermont,1990,562758,4213.7,127.2
Northeast Region,Rhode Island,1990,1003464,4920.8,431.9
Northeast Region,Pennsylvania,1990,11881643,3045.1,431
Northeast Region,New York,1990,17990455,5182.8,1180.9
Northeast Region,New Jersey,1990,7730188,4799.7,647.6
Northeast Region,New Hampshire,1990,1109252,3513.7,131.5
Northeast Region,Massachusetts,1990,6016425,4561.5,736.3
Northeast Region,Maine,1990,1227928,3554.5,143.2
Northeast Region,Connecticut,1990,3287116,4833,553.7
Midwest Region,Wisconsin,1990,4891769,4130.4,264.7
Midwest Region,South Dakota,1990,696004,2746.5,162.8
Midwest Region,Ohio,1990,10847115,4337.3,506.2
Midwest Region,North Dakota,1990,638800,2848.5,73.9
Midwest Region,Nebraska,1990,1578385,3883.1,330
Midwest Region,Missouri,1990,5117073,4405.3,715.3
Midwest Region,Minnesota,1990,4375099,4232.7,306.1
Midwest Region,Michigan,1990,9295297,5204.4,790.4
Midwest Region,Kansas,1990,2477574,4745.4,447.7
Midwest Region,Iowa,1990,2776755,3801.2,299.7
Midwest Region,Indiana,1990,5544159,4209.4,473.9
Midwest Region,Illinois,1990,11430602,4967.7,967.4
West Region,Wyoming,1991,460000,4078.7,310.2
West Region,Washington,1991,5018000,5781.5,522.6
West Region,Utah,1991,1770000,5320.8,286.8
West Region,Oregon,1991,2922000,5248.8,506.3
West Region,New Mexico,1991,1548000,5844.6,834.8
West Region,Nevada,1991,1284000,5621.7,677
West Region,Montana,1991,808000,3508.3,139.9
West Region,Idaho,1991,1039000,3905.5,290.3
West Region,Hawaii,1991,1135000,5728.6,241.8
West Region,Colorado,1991,3377000,5514.8,559.3
West Region,California,1991,30380000,5682.7,1089.9
West Region,Arizona,1991,3750000,6734.9,670.7
West Region,Alaska,1991,570000,5087.7,613.9
South Region,West Virginia,1991,1801000,2472.4,191
South Region,Virginia,1991,6286000,4234.2,373.2
South Region,Texas,1991,17349000,6979,840.1
South Region,Tennessee,1991,4953000,4640.7,725.9
South Region,South Carolina,1991,3560000,5206.7,972.5
South Region,Oklahoma,1991,3175000,5085,583.7
South Region,North Carolina,1991,6737000,5230.3,658.4
South Region,Mississippi,1991,2592000,3831.7,389.1
South Region,Maryland,1991,4860000,5253.1,956.2
South Region,Louisiana,1991,4252000,5473.5,951
South Region,Kentucky,1991,3713000,2920.3,438
South Region,Georgia,1991,6623000,5755.2,738.2
South Region,Florida,1991,13277000,7362.9,1184.3
South Region,Delaware,1991,680000,5155.1,714.3
South Region,Arkansas,1991,2372000,4581.7,593.3
South Region,Alabama,1991,4089000,4521.4,844.2
Northeast Region,Vermont,1991,567000,3838.4,116.8
Northeast Region,Rhode Island,1991,1004000,4577.4,462
Northeast Region,Pennsylvania,1991,11961000,3108.6,450
Northeast Region,New York,1991,18058000,5080.7,1163.9
Northeast Region,New Jersey,1991,7760000,4796.5,634.8
Northeast Region,New Hampshire,1991,1105000,3328.5,119.3
Northeast Region,Massachusetts,1991,5996000,4586.2,736.1
Northeast Region,Maine,1991,1235000,3635.6,132.1
Northeast Region,Connecticut,1991,3291000,4824.4,539.7
Midwest Region,Wisconsin,1991,4955000,4188.9,277
Midwest Region,South Dakota,1991,703000,2897,182.2
Midwest Region,Ohio,1991,10939000,4471.2,561.8
Midwest Region,North Dakota,1991,635000,2728.5,65.4
Midwest Region,Nebraska,1991,1593000,4019.5,334.6
Midwest Region,Missouri,1991,5158000,4652.6,763
Midwest Region,Minnesota,1991,4432000,4180.2,316
Midwest Region,Michigan,1991,9368000,5335,803.1
Midwest Region,Kansas,1991,2495000,5034.7,499.6
Midwest Region,Iowa,1991,2795000,3830.7,303.3
Midwest Region,Indiana,1991,5610000,4312.5,505.3
Midwest Region,Illinois,1991,11543000,5092.9,1039.2
West Region,Wyoming,1992,466000,4255.6,319.5
West Region,Washington,1992,5136000,5638.3,534.5
West Region,Utah,1992,1813000,5368,290.5
West Region,Oregon,1992,2977000,5310.7,510.2
West Region,New Mexico,1992,1581000,5499.2,934.9
West Region,Nevada,1992,1327000,5506.9,696.8
West Region,Montana,1992,824000,4426.2,169.9
West Region,Idaho,1992,1067000,3714.7,281.4
West Region,Hawaii,1992,1160000,5853.5,258.4
West Region,Colorado,1992,3470000,5379.9,578.8
West Region,California,1992,30867000,5559.8,1119.7
West Region,Arizona,1992,3832000,6357.8,670.8
West Region,Alaska,1992,587000,4909,660.5
South Region,West Virginia,1992,1812000,2398.2,211.5
South Region,Virginia,1992,6377000,3923.6,374.9
South Region,Texas,1992,17656000,6251.6,806.3
South Region,Tennessee,1992,5024000,4389.6,746.2
South Region,South Carolina,1992,3603000,4948.6,944.5
